title,alternativeTitle,regDate,subjectCategory,person,referenceIdentifier
클럽 버터플라이,CLUB BUTTERFLY,2013,"멜로드라마,드라마","김영호(혁),아니타(경),윤동환(우)",http://file.koreafilm.or.kr/thm/02/00/00/86/TN_DPK002371.jpg
섹슈얼 컴펄전 , ,2013,"드라마,스릴러","헤더 그레이엄,캐리 앤 모스,조 만테그나",http://file.koreafilm.or.kr/thm/02/00/01/99/TN_DPF003629.JPG
엔젤 오브 스카이,ANGEL OF THE SKIES,2013,"전쟁,액션","니콜라스 반 더 빌(캡틴 얼 커크),안드레 프라우엔슈타인(레이먼드 호킨스),브래드 백하우스(공군 장교 에드 오도넬)",http://file.koreafilm.or.kr/thm/02/00/02/11/TN_DPF004200.JPG
타잔 3D, ,2013,"액션,어드벤처","켈란 루츠 ,스펜서 록,제이미 레이 뉴먼",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004199.jpg
트러블 메이커, ,2013,"드라마,스릴러","린제이 로한,놀런 제라드 펑크,아만다 브룩스",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004195.JPG
캡틴 하록, ,2013,"SF,어드벤처","오구리 순,미우라 하루마,아오이 유우",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004147.JPG
잭 라이언 : 코드네임 쉐도우, ,2013,"드라마,액션,스릴러","키이라 나이틀리,크리스 파인,케빈 코스트너",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004158.JPG
영웅, ,2013,액션,"이연걸,매염방,사묘",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004193.JPG
비행기, ,2013,"코메디,어드벤처","발 킬머,세드릭 더 엔터테이너,줄리아 루이스 드레이퓨스",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004184.jpg
마드모아젤 C,MADEMOISELLE C,2013,드라마,"카린 로이펠트(본인),칼 라거펠드(본인),사라 제시카 파커(본인)",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPB000098.JPG
매직키드 마수리,"MAGIC KID, MASURI",2013,판타지,"김서영(마수리),이미향(마예예),김태훈(마파람)",http://file.koreafilm.or.kr/thm/02/00/01/28/TN_DPK003893.jpg
관음- 욕망의 유희,(GWANEUM- YONGMANGUIYUHUI),2013,"드라마,멜로드라마","강세미,김원석,한영웅",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPK006314.JPG
오! 해피데이,OH! HAPPY DAY (O-HAEPIDEI),2013,"코메디,드라마,청춘영화","장나라(미스공),박정철(현준),장항선(장근)",http://file.koreafilm.or.kr/thm/02/00/01/11/TN_DPK003390.jpg
하이힐을 신은 여자는 위험하다, ,2013,문화,"마놀로블라닉,크리스찬루부탱,스테이시 퍼거슨",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004046.JPG
봉배도저, ,2013,액션,"유엽,유승준,장쯔린",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004168.JPG
글로리아,GLORIA,2013,"드라마,코메디","폴리나 가르시아,세르지오 헤르난데즈,코카 구아찌니",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004076.JPG
배트맨-가면의 환영,BATMAN: MASK OF THE PHANTASM,2013,"액션,갱스터,스릴러","케빈 콘로이(브루스 웨인),데이나 딜레이니(앤디),하트 보크너(아서 리브스)",http://file.koreafilm.or.kr/thm/02/00/01/25/TN_DPF001128.jpg
수호지-신비술사, ,2013,액션,"징강산,첸 즈펑",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004138.JPG
철인 28호 FX, ,2013,"액션,SF","누마타 유스케(카네다 마사토),이미자(백솔개),쿠사오 타케시(나츠키 사부로)",http://file.koreafilm.or.kr/thm/02/00/01/26/TN_DPF001242.jpg
백은제국, ,2013,"드라마,가족,전기","곽부성,려중,학뢰",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004177.JPG
완전범죄 프로젝트, ,2013,"드라마,액션,범죄","멜 깁슨,피터 스토마이어,딘 노리스",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004103.JPG
시절인연, ,2013,코메디,"탕웨이,우슈보,해청",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003956.JPG
일송정 푸른솔은,THE GREEN PINE TREE (ILSONGJEONG PUREUNSOLEUN),2013,"드라마,전쟁","신일용(이범석),김기주(김좌진),박암(북로군정서총재)",http://file.koreafilm.or.kr/thm/02/00/03/74/TN_DPK03720A.jpg
워 오브 더 버튼, ,2013,"가족,어드벤처","기욤 까네,래티시아 카스타,카드 므라드",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004175.JPG
아폴로 18 , ,2013,"공포(호러),SF,스릴러","워렌 크리스티,로이드 오웬,라이언 로빈스",http://file.koreafilm.or.kr/thm/02/00/01/48/TN_DPF002176.JPG
셜리에 관한 모든 것, ,2013, ,"슈테파니 커밍,크리스토프 바흐",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004174.JPG
헬레이저: 레버레이션, ,2013,공포,"닉 에버스맨,프레드 타타시오르 ,스티븐 브레드",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004173.JPG
마마,MAMA (MAMA),2013,"드라마,가족","엄정화(동숙),김해숙(옥주),유해진(승철)",http://file.koreafilm.or.kr/thm/02/00/01/45/TN_DPK004396.JPG
러브 액츄얼리,LOVE ACTUALLY,2013,"코메디,드라마,멜로/로맨스","알란 릭맨,빌 나이,콜린 퍼스",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004063.JPG
세이빙 산타, ,2013,"코메디,가족","신동엽(네빌),수호(버나드),정은지(샤이니)",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF004004.JPG
그래버스, ,2013,"SF,공포,코메디","리처드 코일,루스 브래들리,러셀 토비",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004169.JPG
클로즈드 시즌: 욕망의 계절, ,2013,드라마,"크리스티안 프리에델,브리짓 호브메이르,라미 호이베르거",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004149.JPG
키세스, ,2013,드라마,"켈리 오닐,셰인 커리,폴 로",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004087.JPG
퀴어영화 20,QUEER MOVIE 20 ( QWI-EO-YEONG-HWA 20  ),2013,"드라마,동성애","정효락(캔디),윤태우(첫사랑),유승원(철수)",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPK006286.JPG
클린스킨, ,2013,"드라마,액션,범죄,스릴러","숀 빈,샤롯 램플링,아빈 게일야",http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004164.JPG
내아내의 남자친구, ,2013,"코메디,드라마,멜로드라마","아드리안 슈아,발레리아 베르투셀리",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004157.JPG
파스트 필름, ,2013,"어드벤처,스릴러", ,http://file.koreafilm.or.kr/thm/02/00/02/10/TN_DPF004163.JPG
스프링 브레이커즈,SPRING BREAKERS,2013,"드라마,코메디","제임스 프랑코,셀레나 고메즈,바네사 허진스 ",http://file.koreafilm.or.kr/thm/02/00/02/01/TN_DPF003755.jpg
빈라덴 암살작전 - 제로 다크 서티,ZERO DARK THIRTY,2013,"액션,스릴러,전쟁","크리스 프랫,조엘 에저튼,에드가 라미레즈",http://file.koreafilm.or.kr/thm/02/00/01/72/TN_DPF003015.JPG
애니 레보비츠: 렌즈를 통해 들여다본 삶,ANNIE LEIBOVITZ: LIFE THROUGH A LENS,2013,"인물,문화","애니 레보비츠 ,로버트 다우니 주니어,커스틴 던스트",http://file.koreafilm.or.kr/thm/02/00/01/18/TN_DPB000014.jpg
포비든 리얼리티, ,2013,"액션,판타지","알렉산드르 발루에브,이고르 페트렌코,알렉세이 드미트리에브",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003987.JPG
공각기동대 어라이즈 보더: 2 고스트 위스퍼스, ,2013,"SF,액션","사카모토 마아야,마츠다 켄이치로,아사노 마유미",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004088.JPG
돈 존, ,2013,"드라마,멜로드라마","조셉 고든-레빗,스칼렛 요한슨,브리 라슨",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004156.JPG
와일드 빌, ,2013,"드라마,액션,코메디","윌 포터,찰리 크리드 마일스,새미 윌리엄스",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004072.JPG
배틀 오브 비보이, ,2013,뮤직,"조쉬 홀로웨이,라즈 알론소,조쉬 펙",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004153.JPG
소울 오브 브레드, ,2013,"멜로드라마,코메디","진한전 ,진연희,예안동",http://file.koreafilm.or.kr/thm/02/00/01/99/TN_DPF003581.JPG
브로큰 서클, ,2013,"드라마,멜로드라마","요한 헬덴베르그,볼로 배턴즈,넬 카트리쎄",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004151.JPG
사라진 기억, ,2013,"SF,멜로드라마,스릴러,판타지","마리우스 잠폴스키스,훌가 주탈리트,브리스 푸르니에",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004077.JPG
아무도 머물지 않았다, ,2013,드라마,"베레니체 베조,타하 라힘,알리 모사파",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004092.JPG
호빗 : 스마우그의 폐허, ,2013,"SF,드라마,어드벤처,판타지","마틴 프리먼,이안 맥켈런,리차드 아미티지",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004110.jpg
저스틴, ,2013,어드벤처,"박형식,이순재,신구",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004093.JPG
오카, ,2013,드라마,"크리스 마셜,윌 윤 리,이삭 드 번콜",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004145.JPG
싱글 인 LA, ,2013,"멜로드라마,코메디","레이시 샤버트,제나 드완,조나단 베네트",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004144.JPG
다락방의 토이 스토리,TOYS IN THE ATTIC,2013,"가족,판타지","포레스트 휘태커,조안 쿠삭,비비안 쉴링",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004141.JPG
아바타,AVATAR,2013,"액션,SF,어드벤처","샘 워싱톤,시고니 위버,미셸 로드리게즈",http://file.koreafilm.or.kr/thm/02/00/01/29/TN_DPF001291.jpg
격전, ,2013,"드라마,액션","장가휘,펑위옌,메이팅",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004134.JPG
극장판 쥬얼펫: 스위트댄스 프린세스, ,2013,"아동,어드벤처","아시다 마나,사이토 아야카 ,히라노 아야",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003968.JPG
변강쇠,BYUN KANG-SWOI (BYEON GANGSOE),2013,"시대극/사극,멜로드라마,에로,사회물(경향)","이대근(변강쇠),원미경(옹녀),장혁(양반)",http://file.koreafilm.or.kr/thm/02/00/00/71/TN_DPK000919.jpg
엔더스 게임, ,2013,"SF,액션,어드벤처","아비게일 브레스린,해리슨 포드,헤일리 스테인펠드",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004085.jpg
지상 최고의 아빠, ,2013,"드라마,코메디","로빈 윌리엄스,다릴 사바라,모건 머피",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004133.JPG
꼬마마녀 요요와 네네, ,2013,"어드벤처,판타지","김서영(요요),이현진(네네),양정화(다카)",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004050.JPG
로렌스 애니웨이, ,2013,멜로드라마,"멜빌 푸포,수잔 클레망,나탈리 베이",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003946.JPG
컴퍼니 유 킵, ,2013,"드라마,스릴러","로버트 레드포드,샤이아 라보프,줄리 크리스티",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004051.JPG
비밀의 화방,( BIMILEU HWABANG ),2013,멜로드라마,"주혜리,송정은,백마리",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPK006287.JPG
크레이지 샤크, ,2013,"공포,액션,스릴러","앤시 버틀러,에린 코커,패트릭 버진",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004130.JPG
푸셔: 파이널 프로젝트, ,2013,"범죄,스릴러","리처드 코일,브론슨 웹,멤 퍼더",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004131.JPG
스트럭 바이 라이트닝, ,2013,"드라마,코메디","크리스 콜퍼,레벨 윌슨,앨리슨 재니",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004129.JPG
어웨이크닝 ,THE AWAKENING,2013,"공포,스릴러","레베카 홀,도미닉 웨스트,이멜다 스턴톤",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004128.JPG
21 앤드 오버, ,2013,코메디,"마일즈 텔러,스카일라 애스틴,저스틴 전",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004127.JPG
호빗 : 뜻밖의 여정 ,THE HOBBIT: AN UNEXPECTED JOURNEY,2013,"어드벤처,판타지","마틴 프리먼,이안 맥켈런,리차드 아미티지",http://file.koreafilm.or.kr/thm/02/00/01/81/TN_DPF003133.jpg
상하이 콜링, ,2013,"드라마,멜로드라마","다니엘 헤니,엘리자 쿠프,빌 팩스톤",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003954.JPG
다이노소어 어드벤처 3D, ,2013,어드벤처,"찰리 로우,앵구리 라이스",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF004001.JPG
화이트 스완, ,2013,"액션,범죄,스릴러","크리스찬 슬레이터,소피아 스카이아,콜 하우저",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004106.JPG
플래티나 데이터, ,2013,"SF,액션,범죄,스릴러","니노미야 카즈나리,토요카와 에츠시,스즈키 호나미",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004101.JPG
더 로맨틱, ,2013,"드라마,멜로드라마","케이티 홈즈,안나 파퀸,조쉬 더하멜",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004098.JPG
뭘 또 그렇게까지,LOST & FOUND(MWOL TTO GEUREOKEKKAJI),2013,"코메디,멜로드라마,로드무비,드라마","이동규(조찬우),아용주(이민호),주민하(김유정)",http://file.koreafilm.or.kr/thm/02/00/03/83/TN_DPK11515A.jpg
된장,THE RECIPE (DOENJANG),2013,"미스터리,드라마","류승룡(최유진),이요원(장혜진),이동욱(김현수)",http://file.koreafilm.or.kr/thm/02/00/01/38/TN_DPK004182.JPG
파괴된 사나이,MAN OF VENDETTA(PAGOEDOEN SANAI),2013,"드라마,범죄,스릴러","김명민(주영수),엄기준(최병철),김소현(주혜린)",http://file.koreafilm.or.kr/thm/02/00/01/33/TN_DPK004071.jpg
이스케이프 플랜, ,2013,"액션,스릴러","아놀드 슈왈제네거,실베스터 스탤론,제임스 카비젤",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF003995.JPG
표적이 된 학원, ,2013,판타지,"와타나베 마유,오노 다이스케,혼죠 유타로",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004097.JPG
나의 불행에는 이유가 있다,THERE IS A REASON FOR MY MISERY,2013,드라마,"배제기,정재식,주예린",http://file.koreafilm.or.kr/thm/02/00/01/39/TN_DPK004232.JPG
카라스:레블레이션, ,2013,"액션,판타지","와다 소코,사쿠라이 타카히로,조니 영 보쉬",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004096.JPG
이파네마 소년,THE BOY FROM IPANEMA (IPANEMA SONYEON),2013,"멜로드라마,드라마","이수혁(소년),김민지(소녀),천우희(친구)",http://file.koreafilm.or.kr/thm/02/00/01/38/TN_DPK004188.JPG
산타의 매직 크리스탈, ,2013,"액션,어드벤처,판타지","유카 닐런드,폴라 베살라",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF004024.JPG
르벨, ,2013,"드라마,전쟁","레이첼 므완자,알랭 리노 마이크 엘리 바스티앙,세르지 카닌다",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004089.JPG
여자가 사랑할때, ,2013,"드라마,멜로드라마","크리스틴 스코트 토마스,세르지 로페즈,이반 아탈",http://file.koreafilm.or.kr/thm/02/00/02/09/TN_DPF004086.JPG
썬더와 마법저택, ,2013,"가족,어드벤처", ,http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004044.JPG
극장판 슈타인즈 게이트: 부하영역의 데자뷰, ,2013,"드라마,액션","미야노 마모루,하나자와 카나,세키 토모카즈",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004071.JPG
올모스트 차밍, ,2013,"드라마,멜로드라마","뱅상 뻬레,바히나 지오칸테,자크 웨버",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF003999.JPG
햇빛 자르는 아이,CRACK OF THE HALO (HAETBIT JAREUNEUN AI),2013,"드라마,사회물(경향)","임예진(소녀),허은아(엄마),권남희(엄마목소리)",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPK006273.JPG
코비:블루 엘리펀트의 전설, ,2013,"가족,아동","위훈(코비),윤세웅(치치,주술사)",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF003993.JPG
내일의 죠, ,2013,"액션,드라마,스포츠","야마시타 토모히사 ,카가와 테루유키,이세야 유스케",http://file.koreafilm.or.kr/thm/02/00/01/45/TN_DPF002047.JPG
13인의 자객, ,2013,액션,"야쿠쇼 코지,야마다 타카유키 ,이세야 유스케",http://file.koreafilm.or.kr/thm/02/00/01/45/TN_DPF002038.JPG
클로즈드 노트, ,2013,"드라마,멜로드라마","사와지리 에리카,이세야 유스케,다케우치 유코",http://file.koreafilm.or.kr/thm/02/00/01/42/TN_DPF001928.JPG
혐오스런 마츠코의 일생,MEMORIES OF MATSUKO,2013,"코메디,드라마,뮤지컬","나카타니 미키,나가야마 에이타,이세야 유스케",http://file.koreafilm.or.kr/thm/02/00/00/94/TN_DPF000078.jpg
철콘 근크리트, ,2013,액션,"아오이 유우(시로 목소리 출연),니노미야 카즈나리(쿠로 목소리 출연),이세야 유스케(키무라 목소리 출연)",http://file.koreafilm.or.kr/thm/02/00/00/97/TN_DPF000190.jpg
눈에게 바라는 것, ,2013,드라마,"이세야 유스케,사토 코이치,코이즈미 쿄코",http://file.koreafilm.or.kr/thm/02/00/00/91/TN_DPF000042.jpg
허니와 클로버, ,2013,멜로드라마,"아오이 유우,사쿠라이 쇼,이세야 유스케",http://file.koreafilm.or.kr/thm/02/00/00/91/TN_DPF000040.jpg
미스터 노바디, ,2013,"드라마,멜로드라마,판타지","자레드 레토,사라 폴리,다이앤 크루거",http://file.koreafilm.or.kr/thm/02/00/02/05/TN_DPF003940.JPG
내 여친은 피규어, ,2013,"드라마,판타지","에모토 타스쿠,사사키 코코네,카자마 루미",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003977.JPG
정글번치: 빙산으로의 귀환, ,2013,"코메디,가족,어드벤처","엠마뉴엘 커틸,미쉘 멜키",http://file.koreafilm.or.kr/thm/02/00/02/04/TN_DPF003899.JPG
브랜디드, ,2013,"SF,드라마,액션,미스터리,판타지","에드 스토파드,리리 소비에스키,막스 폰 시도우",http://file.koreafilm.or.kr/thm/02/00/02/03/TN_DPF003894.JPG
페이머스 파이브: 키린섬의 비밀, ,2013,"액션,가족,어드벤처","남도형(줄리안),전진아(조지),윤승희(앤)",http://file.koreafilm.or.kr/thm/02/00/02/03/TN_DPF003891.JPG
"미안해,고마워","SORRY, AND THANK YOU(MIANHAE,GOMAWO)",2013,드라마,"김지호(오수영),남명렬(오박사),서태화(남편)",http://file.koreafilm.or.kr/thm/02/00/01/43/TN_DPK004354.JPG
공각기동대 ARISE 보더: 1 고스트 페인, ,2013,"SF,액션","사카모토 마아야,신카기 타루스케,마츠다 켄이치로",http://file.koreafilm.or.kr/thm/02/00/02/04/TN_DPF003926.JPG
글러브,G-LOVE (GEULLEOBEU),2013,"드라마,스포츠","정재영(김상남),유선(나주원),강신일(교감)",http://file.koreafilm.or.kr/thm/02/00/01/40/TN_DPK004261.JPG
네 얼간이, ,2013,"드라마,코메디","베네딕 컴버배치,리즈 아메드,크레이그 파킨슨",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004073.JPG
두부요괴, ,2013,드라마,"후카다 쿄코,타케다 테츠야 ,마츠다이라 켄",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004048.JPG
큰일 났다,I'M IN BIG TROUBLE!! ( KEUNILLATDA ),2013,드라마,"고세윤(은희아빠),김아영(은희엄마),홍지연(은희)",http://file.koreafilm.or.kr/thm/02/00/01/27/TN_DPK003793.jpg
마세티 킬즈, ,2013,"액션,코메디,범죄,스릴러","멜 깁슨,앰버 허드,미셸 로드리게즈",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004060.jpg
하늘에서 음식이 내린다면 2, ,2013,"코메디,가족,판타지","빌 헤이더,안나 패리스,닐 패트릭 해리스",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003972.JPG
그렇게 아버지가 된다, ,2013,드라마,"후쿠야마 마사하루,오노 마치코,마키 요코",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004049.JPG
영 앤 뷰티풀, ,2013,드라마,"마린 바크트,샤롯 램플링,프레드릭 피에롯",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF004018.JPG
헝거게임: 캣칭 파이어, ,2013,"액션,판타지","제니퍼 로렌스 ,엘리자베스 뱅크스,조쉬 허처슨",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF004005.jpg
헝거게임 - 판엠의 불꽃 , ,2013,"드라마,액션,SF","제니퍼 로렌스 ,조쉬 허처슨,리암 햄스워스",http://file.koreafilm.or.kr/thm/02/00/01/55/TN_DPF002479.JPG
돼지의 왕,KING OF PIGS (DWAEJIUI WANG),2013,스릴러,"양익준(정종석),오정세(황경민),김혜나(김철)",http://file.koreafilm.or.kr/thm/02/00/02/75/TN_DPK009380.JPG
앤젤스 셰어:천사를 위한 위스키, ,2013,"드라마,코메디","폴 프래니건 ,존 헨쇼 ,로저 알람",http://file.koreafilm.or.kr/thm/02/00/01/97/TN_DPF003500.JPG
버틀러: 대통령의 집사, ,2013,"드라마,전기","포레스트 휘태커,오프라 윈프리,로빈 윌리엄스",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF004039.JPG
오르가즘 다이어리, ,2013,"드라마,멜로드라마","아라벨라 아노트,스티븐 벤트 ",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004074.JPG
운명의 산 낭가 파르밧, ,2013,"드라마,전기","플로리안 스테터,안드레아스 토비아스,카알 마르코빅스",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003963.JPG
인시디어스: 두번째 집, ,2013,"공포,스릴러","로즈 번,패트릭 윌슨,린 쉐이",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF004026.JPG
스파이크, ,2013,"액션,어드벤처", ,http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF003996.JPG
갬빗, ,2013,"코메디,범죄","콜린 퍼스,카메론 디아즈,알란 릭맨",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF004000.JPG
러브 레터,LOVE LETTER,2013,드라마,"사카이 미키,카시와바라 다카시,미츠이시 켄",http://file.koreafilm.or.kr/thm/02/00/01/93/TN_DPF003263.JPG
천국의 속삭임, ,2013,드라마,"루카 카프리오티,시모네 굴리,프란세스코 캄포바소",http://file.koreafilm.or.kr/thm/02/00/01/30/TN_DPF001320.jpg
토르: 천둥의 신,THOR,2013,"액션,드라마,어드벤처,판타지","크리스 헴스워스(토르),나탈리 포트만(제인 포스터),톰 히들스턴 (로키)",http://file.koreafilm.or.kr/thm/02/00/01/44/TN_DPF002003.JPG
"1999, 면회","SUNSHINE BOYS (1999, MYEONHOE)",2013,"드라마,청춘영화","심희섭,김창환,안재홍",http://file.koreafilm.or.kr/thm/02/00/01/94/TN_DPK005844.JPG
"왕가위, 3색 로맨스", ,2013,"드라마,멜로드라마", ,http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004062.JPG
중경삼림,CHUNGKING EXPRESS,2013,"드라마,옴니버스","왕정문,임청하,금성무",http://file.koreafilm.or.kr/thm/02/00/01/60/TN_DPF002652.JPG
"꽃잎,춤 ", ,2013,드라마,"미야자키 아오이,쿠츠나 시오리,안도 사쿠라",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF003994.JPG
원트 백 다운, ,2013,드라마,"비올라 데이비스,매기 질렌할,홀리 헌터",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004061.JPG
노잉, ,2013,"드라마,미스터리,스릴러","니콜라스 케이지,챈들러 캔터베리,로즈 번",http://file.koreafilm.or.kr/thm/02/00/01/17/TN_DPF000843.jpg
짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄, ,2013,"코메디,드라마,아동",오시마 마이,http://file.koreafilm.or.kr/thm/02/00/01/22/TN_DPF000981.jpg
트릭, ,2013,"드라마,스릴러","피터 블록,리키 쿨레,살리 함슨",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004047.JPG
소공녀 세라, ,2013,드라마,"사마모토 스미(세라 크루),나카니시 타에코(민친 선생),히사무라 에이코(래비니아 허버트)",http://file.koreafilm.or.kr/thm/02/00/01/26/TN_DPF001235.jpg
원피스, ,2013,"액션,코메디,어드벤처,판타지","타나카 마유미(몽키 D 루피),강수진(몽키 D 루피),나카이 카즈야(롤로노아 조로)",http://file.koreafilm.or.kr/thm/02/00/01/26/TN_DPF001232.jpg
키사라기 미키짱, ,2013,"코메디,드라마","오구리 순,유스케 산타마리아,코이데 케이스케",http://file.koreafilm.or.kr/thm/02/00/01/31/TN_DPF001378.jpg
극장판 토리코 : 미식신의 스페셜메뉴, ,2013,"코메디,가족,어드벤처,판타지","성완경(토리코),양정화(마츠),구자형(코코)",http://file.koreafilm.or.kr/thm/02/00/02/07/TN_DPF004012.JPG
메탈리카 스루 더 네버, ,2013,뮤직,"데인 드한,제임스 헷필드,라스 울리치",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003969.JPG
안녕하세요 하나님,HELLO GOD (AN-NYEONGHASEYO HANANIM),2013,"멜로드라마,로드무비","안성기,김보연,전무송",http://file.koreafilm.or.kr/thm/02/00/01/58/TN_DPK004985.JPG
시네마 천국,CINEMA PARADISO,2013,드라마,"필립 느와레,자끄 페렝,아그네스 나노",http://file.koreafilm.or.kr/thm/02/00/02/03/TN_DPF003879.jpg
테레사 팔머의 감금, ,2013,"드라마,스릴러","테레사 팔머,트래비스 핌멜 ,스티븐 모이어",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004052.JPG
라스트 스탠드,THE LAST STAND,2013,"서부,액션","아놀드 슈왈제네거,포레스트 휘태커,자니 녹스빌",http://file.koreafilm.or.kr/thm/02/00/01/93/TN_DPF003285.JPG
남자사용설명서 ,HOW TO USE GUYS WITH SECRET TIPS (NAMJASAYONGSEOLMYEONGSEO),2013,"멜로드라마,코메디","이시영(최보나),오정세(이승재),박영규(스왈스키)",http://file.koreafilm.or.kr/thm/02/00/01/92/TN_DPK005796.JPG
하루, ,2013,"드라마,멜로드라마","호소야 요시마사,히카사 요코",http://file.koreafilm.or.kr/thm/02/00/02/08/TN_DPF004045.JPG
사랑은 마법처럼, ,2013,"드라마,뮤직","발레리 르메르시에,발레리 돈젤리 ,제레미 엘카임 ",http://file.koreafilm.or.kr/thm/02/00/02/06/TN_DPF003981.JPG
